诱因,肺不张,难产,环形红斑
着凉,闻,请示,缩短
伴有,身高/长,肝性脑病,应用
恶心,处方,外表,单核细胞
病史,精神,卒中,会阴
便血,系统,避免,传染
大便,传播,耽误,穿孔
表面,残留,扁桃体炎,视力
保持,缩短,反应,感染
辛辣,抗生素,病危/重,继发性
食物,胰腺炎,造成,活检
腹痛,综合征,喘气,必要
怀孕,探头,异常,耳蜗
胸部,上肢,胸腔,肾上腺
大便,安慰,,直肠
打嗝,初乳,平常,消瘦
食欲不振,亚急性,骨龄,漏出液
大便,残留,疖,创伤
反酸,便血,紧急,片
疼痛,胸外科,功能神经外科,肿瘤妇科
粉末,拖延,尿糖,询问
根治,基本,打喷嚏,集中
平常,指标,白血病,辛辣
症状,尖锐湿疣,直径,辅助
胃镜,月经初潮,半月板,环形红斑
检查,黄疸,卵巢,清创
饮食,行为,受体,空腹
规律,神经,失眠,阳性
复发,类型,咽部,指标
嗳气,苍白,积液,足月儿
胰腺,头,血液,骨髓
胰腺炎,浅,足部,浅
腹部,全腹,生殖,腰部
确诊,纠正,扭转,创伤
症状,搭配,改善,蚊虫叮咬
食管,骨髓,其他骨,肌肉
锁骨,必需氨基酸,功能失调性子宫出血（功血）,清宫
反酸,自理,鼓室,按摩
升,萎缩,数值,体积
口臭,摸,高原病,危害
胃镜,肺纹理,回归热,移位
大便,包括,登记,热量
化验,以及,好转,罕见
试验,硬膜外腔,下颌骨,球蛋白
内脏,病程,征求,组成
便秘,尾骨,病史,包括
大便,侧面,办理,强度
症状,干燥,歪,粉末
干燥,功能,项,广泛
药物,优生遗传科,病理科,理疗科
复发,复发,个体,包括
胸口,表现,急诊,繁殖
就诊,心血管内科),免疫科,皮肤性病
感染,生殖科,肾内科,小儿消化科
症状,胸部,类似,预先
便秘,视力,辐射,劝
改善,产程,场所,集中
全身,上腹,上肢,膝部
持续,记忆力,血压,合理
发作,大便,吃力,原则
疼痛,泌尿科,新生儿科,男科
适当,液体,包扎,体型
胰腺,下肢,血液血管,肠系膜
糖尿病,干燥,参考,
骨折,过期妊娠,便血,配合
消化,妇幼保健科,风湿科,小儿呼吸科
治疗,会阴,不良,预期
呕吐,中毒,造影,围产期
打嗝,并发症,股四头肌,憋
饮食,免疫,肿瘤,清除
大便,护理,肺门,边缘
胃镜,晨僵,末次月经,亚健康
控制,昏迷,身高/长,排除
怀孕,导尿术,癫痫,含量
哺乳,精神,舒适,谨慎
反酸,病案室,疾病,尽量
隐痛,骨质疏松症（OP）,抗凝,引流
基本,喘气,请示,干咳
大便,寒战,湿润,冲服
饮食,百日咳,伴随,嗜睡
规律,消除,内耳,异常
暴饮暴食,心血管系统,凝血酶,软骨瘤
明显,皮炎,变质,避孕
情绪,健全,残留,候诊区
胃口,嗳气,阴性,下降
病史,间隔,继发性,昏迷
症状,胆石病,防御,紧急
药物,眼科,创伤骨科,男性科
大便,范围,升高,比例
便秘,脊髓,反射,筛选
症状,沟通,腕骨,促进
遗传,心脏科,激光外科,内科(找到内科科的专家就诊)
隐痛,皮下结节,介入,孕激素
腰,腰骶部,腰部,周围神经系统
检查,纤维,免疫调节,中暑
排除,尿急,缝合术,白质
结石,细胞,抗体,盲肠
肝,医疗美容科,公共卫生与预防科,神经精神科
大便,登记,反酸,采取
打嗝,清除,病危/重,智力
大便,连续,边界,积水
排便,胆石病,薄,现病史
明显,回肠,内耳,密切
因素,上肢,侧面,干咳
饮食,平常,结节,素食
规律,恶心,位于,耳鸣
治疗,急腹症,耳鸣,指标
隐痛,淋巴结,高钙血症,涂抹
促进,扁平苔藓,熬夜,炭疽
根治,偏,干预,骨关节炎
大便,尿量,解剖,便秘
胃镜,清音,紫癜,皮下结节
持续,前置,避免,籍贯
治疗,会诊,类型,断端
压痛,泪器,葡萄胎,视诊
反复,采取,损伤,病例
饮食,放大,肝性脑病,搭配
食物,掌握,白血病,雌酮
单纯,顺畅,肋,途径
反酸,消失,鉴定,悲观
反应,妇幼保健科,青光眼科,器官移植
细菌,失常,虫/蛀牙,盲肠
表现,败血症,忽略,缝合术
绞痛,髓质,硝酸甘油,暴饮暴食
大便,压迫,气味,监护
类似,表现,体型,病理
症状,适应症,腹痛,范围
腹部,其他骨,生殖部位,口
部位,下腹,周围神经系统,膝部
阴道,食管,足部,耳
部位,肺及肺系,输精管,神经
输尿管,膝部,全身,上腹
膀胱,处方,恢复,闻
大便,听诊,忽视,怀孕
好转,婚育史,癌变,十二指肠
小便,状况,边缘,安慰
疼痛,耳鼻喉科或皮肤科,神经精神科,神经精神科
消化,眼科,老年病内科,普通外科
功能,微创外科,眼科(找到眼科的专家就诊),小儿康复科
药物,小儿精神科,胃肠外科,精神心理科
十二指肠,间质性肺炎,保险,斑
胃镜,啰音,结核分支杆菌,啰音
基本,受伤,间质性肺炎,糖尿病
辛辣,劳累,剧烈,功能
刺激,心脏,消化,油腻
暴饮暴食,脓痰,抑郁,甲亢危象
痉挛,瞳孔,造影,肿胀
胰腺炎,鼻咽癌,不详,大便
检查,乳牙,疫苗,反跳痛
明显,白质,急诊,狭窄
十二指肠,家庭,家族史,流泪
饮食,迟缓,雌酮,反而
缓解,大肠杆菌,缺损,数据
特殊,罕见,肩部,血压
大便,没劲,训练,后代
持续,家属,项,发作
打嗝,反而,遵循,体型
明显,动脉,干咳,罕见
症状,性质,血压,体格
病史,忽略,随时,嗓子
胃镜,肺炎链球菌,腱鞘,胸骨
平常,白喉,指导,扁平苔藓
规律,伴有,白喉,抢救
熬夜,烦躁不安,扩散,甲沟炎
反酸,顶叶,边界,掌握
胃镜,骨擦音/感,维生素,反跳痛
辛辣,肿瘤,近视,熬夜
食物,升,代替,会诊
恶心,迟钝,部位,表现
胃口,病程,拖延,发绀
腹泻,直肠,隐患,部位
大便,癌变,尿道,宠物
食物,模糊,发热,大便
处理,麻疹,踝关节,尿路梗阻
清淡,气味,冠心病,头部
药物,理疗科,耳鼻喉,耳科
复查,外表,肋,平衡
治疗,范围,浓,救护车
胃镜,轮状病毒,流产,桡骨
确诊,实习,聋哑,破裂
感染,眼底病科,急诊科(找到消化内科或急诊科专家就诊),心理科
十二指肠,自理,数据,采集
位于,扁平苔藓,板状腹,闻
腹泻,回声,征求,胸口
伴有,循环,复查,主诉
空腹,松弛,烦躁不安,预防
打嗝,步骤,病史,湿润
大便,观察,缺陷,胸部
胃口,合理,调整,成分
下降,并发症,骨骼肌,知觉
消化,万女氏科,心脏科,甲状腺外科
功能,超声诊断科,眼科或肿瘤科,生殖医学科
饮食,耻骨联合,费用,真菌
恢复,临床,骶骨,骨折
清淡,挽救,误差,浅
辛辣,询问,预期,配偶
刺激,防止,根治,腰
饥饿,口腔,补液,哮喘
反酸,抗生素,输液室,配合
恶心,导尿术,嗳气,僵硬
大便,自由,头围,白细胞
熬夜,胫骨,骨关节炎,晚期
初步,疼痛,,烫
胃镜,肝病面容,椎体,延髓
检查,蛙腹,衣原体,硝酸甘油
呕吐,诱因,抗抑郁,骨擦音/感
打嗝,酶,发炎,寿命
尽量,甲沟炎,婚育史,衰弱
空腹,全面,紧急,含量
刺激,受伤,剧烈,癫痫
导致,打喷嚏,密切,意外
消化,放射科,整形美容科,白内障科
食物,单核细胞,容积,急剧
位置,传播,办理,伸
疼痛,预防接种科,心理咨询科,骨伤科
肿块,中暑,显微外科,气栓
反酸,内耳,传染,放射
打嗝,血型,着凉,软化
恶心,癌变,迟钝,康复
着凉,骨盆,征求,传播
胃镜,甲状腺功能减退症（甲减）,巨人症,血胸
部位,全腹,全腹,周围神经系统
胸骨,化痰止咳,羊膜,结核性腹膜炎
阴性,胸部,根除,自觉
反应,性病科,白内障科,中医精神科
清淡,核磁共振（MRI）,记录,尿液
饮食,打嗝,食管,巨大
辛辣,输血,临床,扩散
适当,状态,幅度,自由
必要,不详,合理,便血
恶心,卧床,破裂,确定
打嗝,摔倒,防止,佝偻病
检查,乙肝,叩诊,早孕
症状,费用,肩膀,血型
大便,结肠,频繁,措施
大便,流泪,位于,意外
症状,伴随,救护车,佝偻病
补充,身高/长,白沫,类似
腹痛,膝盖,头部,成人
恶心,肾,保养,沟通
呕吐,心电图,椎骨,骨筋膜室综合征
心脏,肝病科,胸心外科,其他科室
不足,形成,胫骨,传播
药物,骨科学,中医血液科,泌尿外科或整形外科
检查,效价,糖皮质激素,肠套叠
大便,小便,疤,新生儿
腹部,颅脑,周围神经系统,下肢骨
症状,主诉,平常,籍贯
必要,位于,骨盆,肝硬化
缓解,专家,范围,大肠杆菌
饥饿,卧床,清除,血型
胃镜,葡萄胎,肝掌,动作电位
连续,冻僵,直径,位于
吸收,乙型脑炎,吸收,踝痉挛
胃镜,负压吸引术,晨僵,巨幼细胞性贫血
隐痛,中脑,消化性溃疡,免疫调节
必要,采集,冠心病,软化
恶心,疼痛,复发,缺陷
空腹,鼓室,肝,碘剂
大便,折磨,积液,消瘦
感染,辅助生殖科,中医妇产科,放射科
胃镜,浊音,巨幼细胞性贫血,叶酸
治疗,不足,斑,胸围
方案,乳房,冻伤,谨慎
根除,反射,承受,日期
片,干燥,病因,体积
复查,穿孔,适当,复查
症状,妊娠,功能,烧伤
反酸,肠系膜,排除,尿急
打嗝,流行性,下肢,个人史
恶心,喂养,指数,引发
呕吐,风湿热,弱视,镇痛药
反酸,接触,周期,保持
腹痛,细菌,引发,指甲
症状,成人,节奏,酶
大便,急性会厌炎,骨髓,产道
饮食,近亲,骨盆,辅助
胃口,含量,体型,病原
胃镜,生物钟,甲状腺功能亢进症（甲亢）,上瘾
阳性,病程,嗓子,风险
食物,请示,疲劳,生长
刺激,失去,发作,典型
导致,青春期,喘息,病理
敏感,参考,荨麻疹,便血
复查,拆,牙齿,癌症
治疗,后果,蔬菜,家属
大便,循环,股骨,遗传
胆囊,忽略,连续,保守
因素,成人,脊髓灰质炎,危害
反酸,大便,阴性,尿液
恶心,门诊,白内障,浑身
反酸,腹腔,顾虑,附件
打嗝,内耳,喘气,搭配
大便,产道,淋病,近亲
区域,阶段,股四头肌,偏
缓解,大便,配合,类型
排便,人工,处理,遍布
饮食,面积,周期,炎热
规律,荤,不足,胎儿
位置,真菌,充满,排便
清淡,畸形,保养,器官
食物,补液,传播,骨折
大便,偏,胎儿,平片
功能,泌尿外科,正畸科,肾病内科
症状,股骨头坏死,情绪,骶骨
便秘,肝素,尿量,形成
大便,白化病,延期,干燥
肛门,憋,白沫,体积
空腹,造成,状况,肩膀
属于,发绀,嗓子,听力
干燥,反而,手续,阑尾
连续,嗜睡,固定,因素
诊断,按摩科,产前诊断科,口腔颌面外科
疣,狭窄,训练,后遗症
辛辣,预防,血脂,并发症
食物,罕见,劝,耽误
熬夜,疾病,扁平苔藓,混合性病变（肿物）
胃镜,半月板,压痛,离子通道
基本,肝性脑病,实习,手续
怀孕,认知,血压,消极
好转,结核病,鼓室,危害
便秘,抗体,损伤,摄氏度
促进,着凉,预期,烦躁不安
导致,妊娠,积水,失常
适当,软化,挂号,病历
荤,示范,缩短,肛门
空腹,垂体,急性会厌炎,急剧
初步,流行性,过敏性紫癜,脂肪
检查,甲亢危象,脱离,肺大疱
症状,反射,反而,喂养
缓解,疙瘩,腹痛,松弛
胆囊,心脏,炎热,小便
光滑,胫骨,辅助,必要
阳性,睾丸,苯丙酮尿症,胸口
症状,高原病,解剖,自发性
消化,乳腺外科,泌尿外科,五科
腹痛,恶化,分娩,区域
反酸,怀孕,混合性病变（肿物）,免疫
恶心,尽快,复诊,滴
腹部,胸部,女性生殖,膈肌
胃镜,醛固酮,肱二头肌,电除颤
明确,清醒,丧失,测量
治疗,定期,自主,消耗
大便,迟钝,自理,承受
副作用,抗原,引发,歪
基本,饥饿,胃口,目光
纤维,月经初潮,促性腺激素,漏出液
食物,癫痫,物品,维持
单纯,节奏,会阴,数据
处理,预防,空肠,危害
清淡,疤,过敏性紫癜,作息
辛辣,缩短,瘫痪,嘴唇
位置,便秘,结核病,胸围
腹部,骨骼,胰腺,腰部
症状,会阴,排除,发病机制
打嗝,消耗,迟钝,主诉
持续,体重,足月儿,心理
油腻,彻底,采取,戒
小便,浓,类风湿性关节炎,充满
大便,变质,粉末,苯丙酮尿症
检查,球蛋白,锁骨,轴突
反复,保持,迟缓,征求
发作,粗糙,冻僵,受伤
直肠,牙齿,肝素,听力
显示,范围,白血病,感染
结肠,脑干,绝育术,拔牙术
复发,大便,痢疾,模糊
彻底,营养,抗体,初步
消化,心理科,妇科,口腔颌面外科
食物,定期,鉴定,熟练
熬夜,母乳,鹅口疮,青春期
大便,B型超声（B超）,闭经,候诊区
伴随,变质,掌握,扭转
症状,超敏反应,食物,流行性
辛辣,类风湿性关节炎,多发性,好转
食物,导泻,初乳,防治
呕吐,衣原体,胆红素,自身免疫病
反酸,基因,气味,食物
检查,高压氧,黄体,水痘
打嗝,急症手术,滴,清除
大便,剧烈,询问,肌肉
油腻,耻骨联合,白喉,损坏
反酸,消失,抗体,衰老
表现,候诊区,初产妇,系统
食管,肌肉,肌肉,乳房
饮食,发绀,新生儿,途径
辛辣,妊娠,镇定,随意
刺激,狭窄,以免,脊髓灰质炎
食物,胆汁,合理,坐高
大便,途径,外表,补充
检查,肺性脑病,肛瘘,变态反应
基本,数据,对症治疗,根除
导致,皮疹,早期,根除
规律,指征,急促,对症治疗
饮食,寄生虫,不孕,癫痫
十二指肠,反酸,维持,尿频
检查,生物利用度,椎体,乙肝
频繁,导泻,物品,关节
反酸,搭配,危害,血压
嗳气,循环,歪,尿路感染
恶心,含服,康复,青光眼
呕吐,鼻旁窦,呻吟,结扎
腹泻,遗传,血脂,趴
食物,失去,肝素,急促
排除,示范,病史,失去
油腻,遍布,宠物,伴有
维生素,生物钟,泪器,凝血因子
明显,多发性,面部,骶骨
疼痛,性病科,消化外科,小儿神外科
腹部,纵膈,骨髓,四肢
受伤,体重,便血,消化
疱疹,杂音,排尿,硝酸甘油
腹部,阴道,输卵管,上肢
饮食,耳鸣,处方,采集
清淡,肝,连续,彻底
检查,肾上腺,电复律,移行
大便,避孕,体格,隔离
疾病,丹毒,生物钟,息肉
肛裂,引流,末次月经,维生素
反复,消炎,骨膜,记忆力
结肠,脱位,血糖,锁骨
直肠,上肢,嗓子,青春期
肛门,周期,尿液,打嗝
检查,衣原体,滴虫阴道炎,风湿热
基本,忽视,耳蜗,继发性
明确,物质,浸润,宠物
恶心,单位,手掌,胃口
属于,真菌,扭伤,触诊
呼吸,万女氏科,中医血液科,内分泌科
症状,十二指肠,受伤,流泪
确诊,副作用,自主,病毒
血象,甲状旁腺,动眼神经,凝血酶
诊断,微创外科,精神心理病,风湿免疫科
费用,打嗝,辐射,白沫
排气,消化腺,渗透,血友病
排便,酒精,典型,稳定
腹泻,尿路梗阻,腹部,过度
恶心,控制,缓解,周期
全身,气管,输卵管,骨髓
乏力,清淡,浸润,结石
发热,面积,臭,颤抖
好转,成熟,筛选,费用
大便,便秘,尖锐湿疣,病因
确定,消耗,臀部,个别
恢复,日期,肿瘤,细菌
症状,卧床,青紫,视力
大便,收缩,痢疾,癌变
油腻,分化,创伤,犹豫
隐痛,门静脉高压症,精子获能,生长因子
位置,受伤,自发性,黑粪
粘连,老视,拔牙术,肛管
大便,侧面,意外,结膜
消化,中西医结合科,男科学,消化外科
功能,小儿神经科,康复科,皮肤科(找到皮肤科专家就诊)
不良,损伤,尿道,操作
促进,熟练,误差,空腹
药物,颌面外科,整复外科或成形外科,口腔急诊科
摸,白血病,参与,流行性
大便,内毒素,伤害,病理
频繁,黏膜,母乳,怀孕
乙肝,潜伏,渗出液,结缔组织
肝,胸外科,消化外科,中医内科
饮食,白质,细菌,合理
清淡,根治,单核细胞,试验
腹泻,膈,知觉,寿命
补液,压迫,打喷嚏,措施
补充,脂肪,耳鸣,扭转
电解质,斜视,催乳素,清宫
位置,敏感,干咳,不足
着凉,胎儿,调整,急腹症
油腻,血压,避免,鉴别
食物,喘息,随意,空肠
呕吐,髓质,弱视,锁骨
症状,臭,产道,系统
精神,生殖,周围神经系统,腰骶部
检查,异位妊娠,软骨瘤,脑电图
心脏,药物依赖科,乳腺外科,感染内科
导致,暂停,承担,外表
治疗,腹部,足部,软化
打嗝,隔离,观察,急性上呼吸道感染（上感）
口臭,消耗,包扎,清除
嗳气,喘息,边界,因素
发作,注射,青紫,观察
大便,训练,强度,护理
好转,确定,组成,冠心病
大便,反射,状态,防止
症状,缺乏,体格,用途
辛辣,配合,搭配,癣
食物,痛苦,补液,危害
规律,软,费用,过敏性紫癜
胃镜,肛裂,巨幼细胞性贫血,肱三头肌
复查,急症手术,白内障,萎缩
反应,呼吸科,骨质疏松科,妇泌尿科
平常,穿孔,残留,家庭
排便,前列腺,扭伤,垂体
规律,巩膜,疤,调整
疾病,彩色多普勒血流显像（彩超）,筋膜,叩诊
导致,股骨,闻,个人史
复发,死亡,趴,赶紧
抑郁,前囟,止血,腰椎
睡眠,儿科学,小儿皮肤科,呼吸系统
症状,细胞,状态,发炎
辛辣,耳聋,新生儿,宠物
嗳气,配偶,急剧,热量
疼痛,肿瘤外科,戒毒科,骨
观察,不孕,误差,过期妊娠
根治,物质,监护,组成
不良,初产妇,途径,癣
辛辣,不足,状态,实习
刺激,食物,包扎,类似
大便,下肢,近视,哮喘
饮食,聋哑,胸口,敷
着凉,缺损,处女膜,探望
大便,失去,畸形,数据
腹泻,膈,发抖,内部
饮食,专家,器官,初乳
腹部,足,输卵管,肠系膜
症状,颈部,成分,烫
打嗝,分型,专家,股骨头坏死
趴,过敏,直肠,隔离
规律,分型,喘气,哺乳
饮食,比例,细胞,导泻
胃口,板状腹,心脏,婚育史
肛门,根治,胆汁,程度
疼痛,肛肠外科,皮肤科(找到皮肤科专家就诊),过敏科
大便,大便,忽视,预防
便秘,功能,采集,蚊虫叮咬
顺畅,缝合术,扩张,按摩
呕吐,镇痛药,骨髓象,灭菌
症状,后果,恢复,盲肠
发热,记忆力,反酸,迅速
明显,固定,荨麻疹,罕见
胸口,维持,分布,晒
痛经,鼻咽癌,白斑,白斑
病史,疲劳,退休,状态
诱因,生物利用度,胸透,生殖系统
频繁,彻底,前置,补体
便秘,感染,处方,没劲
改善,过敏,高原病,形成
导致,过敏性紫癜,幅度,堆积
大便,肱骨,液体,耵聍
排便,烫,舒适,区域
腹痛,体积,食管,保健
状态,癫痫,破坏,对症治疗
饮食,加剧,苏醒,癌变
油腻,接触,肩膀,糖尿病
调整,特殊,烧伤,掌握
清淡,空洞,治疗,配偶
睡眠,妇科,肿瘤内科,泌尿科
导致,尿液,尽量,痢疾
反酸,化验,模糊,巨大
药物,消化外科,眼科(找到眼科的专家就诊),小儿营养保健科
成人,海鲜,采取,坐高
治疗,嗜睡,病因,流感
感染,中医综合科,整形科,脑科
方案,改善,营养,生命体征
刺激,吃力,禁食,顾虑
暴饮暴食,低氧血症,生育,授精
疾病,轮状病毒,传导阻滞,粘连
症状,消瘦,憋,探头
胰腺炎,强烈,嗜睡,胫骨
排便,鼻涕,口腔,消炎
排气,冠状动脉,巨幼细胞性贫血,灭菌
频繁,哮喘,迟钝,指甲
症状,睾丸,典型,对症治疗
属于,受体,剧烈,憋
腹痛,体积,变质,遗传
恶心,鼓膜,荷尔蒙,残留
呕吐,精子获能,尿石症,前囟
腹泻,疤,麻疹,背部
疼痛,检验科,风湿科,副粘液病毒科
症状,踝关节,空洞,湿润
恢复,胆固醇,阴茎,耵聍
症状,日常,婚育史,纱布
腹部,其他骨,四肢,四肢
反酸,掌握,形态,认知
大便,饮食,烫,传染
不足,身高/长,健全,气味
导致,特殊,病史,鼓室
便秘,咽部,用途,处置
治疗,呼吸,鼓室,连续
结肠,流产,腓骨,酸痛
息肉,卵巢,子宫肌瘤,幽门螺杆菌
症状,隔离,喉部,造成
因素,坐高,救护车,睾丸
处理,尖锐湿疣,受体,发绀
位置,容积,联合,清醒
嗳气,结肠,不详,广泛
疼痛,耳鼻咽喉头颈科,运动医学科,预防接种科
反酸,扭转,骨关节炎,参考
检查,氮质血症,髋骨,粘连
初步,疖,直径,青光眼
恶化,代替,青霉素,胆囊
反复,产程,附件,状态
胃镜,浊音,禁忌症,体外循环
检查,排气,肺动脉瓣,杵状指/趾
缓解,摄氏度,促进,区域
敏感,采血室,诊室,失常
频繁,复查,询问,忽略
刺激,家族史,随时,急诊
食物,海鲜,消毒,伸
保养,搭配,细胞,骨膜
培养,臀大肌,叩击,肠鸣音
良好,回肠,阳性,睾丸
饮食,稳定,尽量,调整
属于,显示,病案室,导尿术
油腻,没劲,痛苦,保险
检查,理疗,绞痛,体外循环
粗糙,海鲜,观察,复查
疾病,叩击,不饱和脂肪酸,关节腔
恶心,骨膜,胰腺炎,尽快
冠心病,家族史,股骨,暂停
治疗,传播,状况,尿液
辛辣,指征,个人史,器官
刺激,包括,避孕,触诊
熬夜,面容,主诉,就诊
大便,歪,不良,纱布
腹痛,胆汁,粉末,保健
伴随,异常,回盲部,发抖
症状,烦躁不安,胆石病,复诊
部位,小腿,阳具,睾丸
检查,克罗恩病,脓尿,肾上腺
结肠,难产,酗酒,漏出液
息肉,腱鞘,骨痂,纵隔
活检,耻骨联合,显示,病例
便秘,精子,肝性脑病,成熟
大便,保养,顶叶,癌变
复查,内耳,头围,复查
化验,标本,防治,产程
检查,心态,尿崩症,蛙腹
胃镜,干扰素,凝血酶,关节面
腹痛,伸,分析,干燥
疼痛,小儿营养保健科,体检保健科,营养科学
规律,癣,属于,发绀
良好,个别,肝素,内毒素
心态,后囟,胆汁酸,宫颈糜烂
绞痛,多囊卵巢综合征,清宫,绝育术
大便,拐杖,伴随,光滑
呕吐,睾酮,动物模型,粒细胞
发热,急性会厌炎,参与,骨折
伴随,输血,体格,籍贯
宠物,内毒素,荨麻疹,冻僵
饮食,情绪,初乳,聋哑
辛辣,补救,监护,导致
疫苗,干扰素,骨擦音/感,震颤
明显,疙瘩,腹部,保养
胃镜,胆道蛔虫,生长因子,体液
